Date,EUA_Last,EUA_Settle,Oil_Last,Oil_Settle,Coal_Last,Coal_Settle,Gas_Last,Gas_Settle,Elec_Last,Elec_Settle,GSCI_Last,VIX_Last,STOXX_Last,AAA_Last,BAA_Last,Diff_BAA_AAA,CER_Last,CER_Settle,ecb_spot_3m
20140122,5.13,5.13,108.27,108.27,83.35,83.35,26.475,26.475,35.65,35.65,623.24,12.84,336.06,4.48,5.17,0.69,0.4,0.4,0.118269
20140123,5.03,5.03,107.58,107.58,83.25,83.25,26.463,26.463,36.03,36.03,623.6,13.77,332.69,4.43,5.11,0.68,0.39,0.39,0.119882
20140124,5.26,5.26,107.88,107.88,83.3,83.3,26.625,26.625,36.1,36.1,624.87,18.14,324.75,4.45,5.1,0.65,0.39,0.39,0.106919
20140127,5.37,5.37,106.69,106.69,83.3,83.3,25.905,25.905,35.59,35.59,618.31,17.42,322.02,4.48,5.14,0.66,0.39,0.39,0.126838
20140128,5.52,5.52,107.41,107.41,83.3,83.3,25.93,25.93,35.49,35.49,623.91,15.8,324.22,4.48,5.12,0.64,0.42,0.42,0.118969
20140129,5.5,5.5,107.85,107.85,83.25,83.25,25.608,25.608,35.38,35.38,626.91,17.35,322.39,4.43,5.07,0.64,0.42,0.42,0.116715
20140130,5.71,5.71,107.95,107.95,83.2,83.2,25.401,25.401,35.87,35.87,626.64,17.29,323.32,4.44,5.08,0.64,0.43,0.43,0.121018
20140131,5.52,5.52,106.4,106.4,83.2,83.2,25.053,25.053,35.91,35.91,622.26,18.41,322.52,4.43,5.07,0.64,0.43,0.43,0.090507
20140203,5.84,5.84,106.04,106.04,79.65,79.65,24.65,24.65,33.81,33.81,619.1096,21.44,318.21,4.35,5,0.65,0.43,0.43,0.108758
20140204,5.82,5.82,105.78,105.78,79.45,79.45,24.61,24.61,34.47,34.47,623.441,19.11,317.58,4.42,5.05,0.63,0.43,0.43,0.107375
20140205,6.07,6.07,106.25,106.25,80.15,80.15,24.4,24.4,34.02,34.02,624.1143,19.95,318.04,4.48,5.12,0.64,0.42,0.42,0.111724
20140206,6.44,6.44,107.19,107.19,80.05,80.05,24.845,24.845,34.7,34.7,626.708,17.23,322.77,4.5,5.13,0.63,0.41,0.41,0.125125
20140207,6.42,6.42,109.57,109.57,79.4,79.4,24.75,24.75,34.48,34.48,635.1132,15.29,325.09,4.49,5.13,0.64,0.4,0.4,0.122516
20140210,6.4,6.4,108.63,108.63,79.05,79.05,24.598,24.598,34.15,34.15,632.4907,15.26,325.3,4.48,5.12,0.64,0.4,0.4,0.113429
20140211,6.24,6.24,108.68,108.68,79.3,79.3,24.575,24.575,34.53,34.53,634.8264,14.51,329.52,4.5,5.14,0.64,0.38,0.38,0.112805
20140212,6.35,6.35,108.79,108.79,79.4,79.4,24.82,24.82,34.45,34.45,636.2176,14.3,332,4.54,5.16,0.62,0.38,0.38,0.112338
20140213,6.38,6.38,108.73,108.73,79.15,79.15,24.352,24.352,34.16,34.16,637.91,14.14,331.48,4.49,5.12,0.63,0.36,0.36,0.113471
20140214,6.58,6.58,109.08,109.08,79.3,79.3,24.025,24.025,33.1,33.1,640.0627,13.57,333.32,4.5,5.13,0.63,0.38,0.38,0.108591
20140217,6.8,6.8,109.18,109.18,78.8,78.8,24.051,24.051,32.85,32.85,640.0627,13.57,334.56,4.5,5.13,0.63,0.36,0.36,0.113284
20140218,6.74,6.74,110.46,110.46,78.65,78.65,24.171,24.171,33.23,33.23,649.793,13.87,334.6,4.47,5.11,0.64,0.33,0.33,0.123596
20140219,6.91,6.91,110.47,110.47,77.8,77.8,23.85,23.85,33.13,33.13,653.3778,15.5,334.94,4.5,5.14,0.64,0.33,0.33,0.115906
20140220,6.98,6.98,110.3,110.3,77.55,77.55,23.831,23.831,32.95,32.95,652.7813,14.79,334.78,4.52,5.15,0.63,0.33,0.33,0.107221
20140221,7.13,7.13,109.85,109.85,77.4,77.4,23.614,23.614,32.86,32.86,650.8815,14.68,336.09,4.44,5.11,0.67,0.32,0.32,0.120437
20140224,7,7,110.64,110.64,77.15,77.15,22.954,22.954,32.76,32.76,652.5151,14.23,338.19,4.45,5.13,0.68,0.32,0.32,0.122166
20140225,6.21,6.21,109.51,109.51,77.1,77.1,22.934,22.934,32.86,32.86,649.0677,13.67,338.39,4.39,5.08,0.69,0.3,0.3,0.139231
20140226,6.48,6.48,109.52,109.52,77.1,77.1,22.8,22.8,33.25,33.25,649.6404,14.35,337.7,4.37,5.05,0.68,0.29,0.29,0.139618
20140227,6.5,6.5,108.96,108.96,77.1,77.1,23.229,23.229,33.59,33.59,647.0659,14.04,337.21,4.33,5.01,0.68,0.28,0.28,0.134115
20140228,7.06,7.06,109.07,109.07,77.1,77.1,23.094,23.094,32.33,32.33,649.6444,14,338.02,4.32,5.01,0.69,0.26,0.26,0.136282
20140303,6.61,6.61,111.2,111.2,74.3,74.3,25.277,25.277,33.74,33.74,660.2183,16,330.36,4.29,4.97,0.68,0.24,0.24,0.139144
20140304,6.81,6.81,109.3,109.3,73.25,73.25,23.871,23.871,33.41,33.41,655.9639,14.1,337.15,4.37,5.05,0.68,0.26,0.26,0.12981
20140305,6.77,6.77,107.76,107.76,73.15,73.15,23.806,23.806,32.82,32.82,648.5661,13.89,337.06,4.38,5.06,0.68,0.26,0.26,0.115131
20140306,6.8,6.8,108.1,108.1,73.75,73.75,24.06,24.06,32.41,32.41,650.6606,14.21,337.28,4.42,5.11,0.69,0.24,0.24,0.143314
20140307,6.9,6.9,109,109,73.7,73.7,24.23,24.23,32.34,32.34,653.244,14.11,333.06,4.46,5.14,0.68,0.24,0.24,0.165572
20140310,6.89,6.89,108.08,108.08,73.6,73.6,23.649,23.649,31.49,31.49,646.842,14.2,331.4,4.46,5.15,0.69,0.17,0.17,0.184871
20140311,6.82,6.82,108.55,108.55,74.75,74.75,23.482,23.482,30.68,30.68,645.729,14.8,331.49,4.46,5.14,0.68,0.19,0.19,0.175293
20140312,6.5,6.5,108.02,108.02,75.35,75.35,23.589,23.589,30.83,30.83,641.1055,14.47,327.95,4.42,5.11,0.69,0.18,0.18,0.171893
20140313,6.43,6.43,107.39,107.39,75.45,75.45,23.71,23.71,30.98,30.98,639.1954,16.22,324.51,4.35,5.05,0.7,0.14,0.14,0.172512
20140314,6.29,6.29,108.57,108.57,75.65,75.65,23.876,23.876,30.69,30.69,644.0486,17.82,322.23,4.37,5.05,0.68,0.17,0.17,0.168023
20140317,5.87,5.87,106.24,106.24,75.9,75.9,23.531,23.531,30.34,30.34,637.1879,15.64,325.83,4.41,5.1,0.69,0.14,0.14,0.183597
20140318,5.75,5.75,106.79,106.79,75.5,75.5,23.371,23.371,30.51,30.51,642.1784,14.52,327.93,4.41,5.1,0.69,0.13,0.13,0.201048
20140319,5.99,5.99,105.85,105.85,75.4,75.4,22.934,22.934,30.53,30.53,641.7102,15.12,327.63,4.45,5.15,0.7,0.13,0.13,0.187421
20140320,6.01,6.01,106.45,106.45,75.2,75.2,22.747,22.747,30.89,30.89,639.5408,14.52,327.67,4.44,5.13,0.69,0.13,0.13,0.190097
20140321,6.18,6.18,106.92,106.92,75.4,75.4,22.553,22.553,31.03,31.03,641.0866,15,327.91,4.39,5.07,0.68,0.15,0.15,0.197916
20140324,5.86,5.86,106.81,106.81,75.35,75.35,22.189,22.189,30.58,30.58,641.4871,15.09,324.39,4.35,5.03,0.68,0.16,0.16,0.192546
20140325,5.85,5.85,106.99,106.99,75.1,75.1,22.056,22.056,30.58,30.58,642.4064,14.02,328.57,4.36,5.03,0.67,0.15,0.15,0.175724
20140326,5.8,5.8,107.03,107.03,75.1,75.1,22.211,22.211,30.71,30.71,643.3158,14.93,330.93,4.33,4.99,0.66,0.16,0.16,0.171958
20140327,5.17,5.17,107.83,107.83,75.1,75.1,21.949,21.949,30.69,30.69,649.5547,14.62,331.4,4.29,4.95,0.66,0.16,0.16,0.167672
20140328,4.34,4.34,108.07,108.07,75.2,75.2,21.624,21.624,30.79,30.79,650.6742,14.41,333.76,4.31,4.98,0.67,0.16,0.16,0.160068
20140331,4.64,4.64,107.76,107.76,77.55,77.55,21.168,21.168,29.72,29.72,648.857,13.88,334.31,4.32,4.99,0.67,0.17,0.17,0.159271
20140401,5.06,5.06,105.62,105.62,77.05,77.05,20.831,20.831,30.5,30.5,640.8338,13.1,336.35,4.3,5.03,0.73,0.18,0.18,0.163578
20140402,4.85,4.85,104.79,104.79,76.15,76.15,20.001,20.001,29.5,29.5,637.0378,13.09,336.93,4.34,5.07,0.73,0.16,0.16,0.167689
20140403,4.87,4.87,106.15,106.15,76.45,76.45,20.011,20.011,29.27,29.27,642.5384,13.37,337.25,4.32,5.04,0.72,0.16,0.16,0.178891
20140404,4.7,4.7,106.72,106.72,76.2,76.2,20.022,20.022,29.14,29.14,645.1948,13.96,339.18,4.28,4.99,0.71,0.16,0.16,0.177784
20140407,4.99,4.99,105.82,105.82,76.65,76.65,21.025,21.025,29.6,29.6,642.3699,15.57,334.96,4.25,4.95,0.7,0.16,0.16,0.162958
20140408,4.87,4.87,107.67,107.67,76.05,76.05,20.725,20.725,29.62,29.62,650.8859,14.89,333.89,4.25,4.95,0.7,0.17,0.17,0.161487
20140409,4.95,4.95,107.98,107.98,76,76,21.08,21.08,29.23,29.23,654.2229,13.82,335.16,4.26,4.96,0.7,0.17,0.17,0.140676
20140410,5.13,5.13,107.46,107.46,76.8,76.8,21.12,21.12,29.2,29.2,653.1036,15.89,333.41,4.24,4.89,0.65,0.17,0.17,0.139172
20140411,5.33,5.33,107.33,107.33,76.7,76.7,21.377,21.377,28.76,28.76,652.2555,17.03,328.77,4.21,4.86,0.65,0.17,0.17,0.157
20140414,5.25,5.25,109.07,109.07,76.95,76.95,21.828,21.828,28.89,28.89,658.0415,16.11,329.79,4.22,4.87,0.65,0.16,0.16,0.15535
20140415,5.55,5.55,108.74,108.74,77.25,77.25,21.694,21.694,29.05,29.05,658.4639,15.61,326.58,4.2,4.84,0.64,0.16,0.16,0.152648
20140416,5.47,5.47,109.6,109.6,77.5,77.5,21.771,21.771,29.97,29.97,659.6173,14.18,330.82,4.19,4.84,0.65,0.16,0.16,0.14509
20140417,5.56,5.56,109.53,109.53,76.85,76.85,20.973,20.973,29.78,29.78,661.2896,13.36,332.43,4.25,4.89,0.64,0.17,0.17,0.122633
20140418,5.56,5.56,109.53,109.53,76.85,76.85,20.973,20.973,29.78,29.78,661.2896,13.36,332.43,4.25,4.89,0.64,0.17,0.17,
20140421,5.56,5.56,109.95,109.95,76.85,76.85,20.973,20.973,29.78,29.78,660.7144,13.25,332.43,4.26,4.91,0.65,0.17,0.17,
20140422,5.69,5.69,109.27,109.27,76.75,76.75,20.285,20.285,30.5,30.5,657.8063,13.19,337.03,4.24,4.88,0.64,0.17,0.17,0.136438
20140423,5.68,5.68,109.11,109.11,76.85,76.85,20.095,20.095,30.21,30.21,657.4853,13.27,335.05,4.21,4.85,0.64,0.17,0.17,0.149848
20140424,5.73,5.73,110.33,110.33,76.8,76.8,20.04,20.04,30.39,30.39,661.4892,13.32,336.13,4.2,4.84,0.64,0.15,0.15,0.155368
20140425,5.08,5.08,109.58,109.58,76.85,76.85,19.998,19.998,30.59,30.59,657.703,14.06,333.5,4.18,4.81,0.63,0.16,0.16,0.145264
20140428,5.22,5.22,108.12,108.12,76.65,76.65,19.967,19.967,31.08,31.08,654.7652,13.97,334.13,4.2,4.83,0.63,0.16,0.16,0.142144
20140429,5.43,5.43,108.98,108.98,76.15,76.15,19.575,19.575,31.58,31.58,658.8395,13.71,338.12,4.24,4.86,0.62,0.16,0.16,0.120993
20140430,5.42,5.42,108.07,108.07,75.05,75.05,19.704,19.704,30.84,30.84,652.5111,13.41,337.89,4.21,4.83,0.62,0.16,0.16,0.125188
20140501,5.42,5.42,107.76,107.76,74.9,74.9,19.497,19.497,30.84,30.84,648.6089,13.25,338.5,4.16,4.77,0.61,0.15,0.15,
20140502,5.2,5.2,108.59,108.59,75,75,20.105,20.105,30.47,30.47,650.9405,12.91,337.76,4.12,4.74,0.62,0.16,0.16,0.132565
20140505,5.23,5.23,107.72,107.72,75,75,20.15,20.15,28.83,28.83,648.9415,13.29,336.89,4.16,4.78,0.62,0.16,0.16,0.137224
20140506,5.24,5.24,107.06,107.06,75.3,75.3,19.541,19.541,29.08,29.08,648.9934,13.8,336.04,4.13,4.76,0.63,0.15,0.15,0.154555
20140507,5.14,5.14,108.13,108.13,74.85,74.85,19.079,19.079,29.35,29.35,651.4311,13.4,336.03,4.16,4.78,0.62,0.13,0.13,0.137027
20140508,5.15,5.15,108.04,108.04,75.15,75.15,19.645,19.645,29.43,29.43,649.5789,13.43,339.56,4.17,4.79,0.62,0.14,0.14,0.130327
20140509,5.25,5.25,107.89,107.89,75.25,75.25,19.846,19.846,29.33,29.33,647.2982,12.92,338.54,4.21,4.83,0.62,0.12,0.12,0.125905
20140512,5.31,5.31,108.41,108.41,75,75,19.894,19.894,29.36,29.36,648.9678,12.23,340.96,4.24,4.86,0.62,0.12,0.12,0.143296
20140513,5.3,5.3,109.24,109.24,75.1,75.1,19.75,19.75,29.21,29.21,652.0264,12.13,341.89,4.2,4.82,0.62,0.13,0.13,0.143925
20140514,5.12,5.12,110.19,110.19,75.3,75.3,19.597,19.597,29.26,29.26,655.2289,12.17,341.59,4.12,4.74,0.62,0.13,0.13,0.136024
20140515,4.78,4.78,110.44,110.44,75.3,75.3,19.582,19.582,29.13,29.13,652.0441,13.17,338.5,4.08,4.72,0.64,0.12,0.12,0.128325
20140516,4.8,4.8,109.75,109.75,75.25,75.25,19.306,19.306,29.12,29.12,652.8556,12.44,338.99,4.09,4.72,0.63,0.12,0.12,0.130156
20140519,4.7,4.7,109.37,109.37,75.1,75.1,19.333,19.333,29.97,29.97,653.803,12.42,338.51,4.15,4.76,0.61,0.12,0.12,0.110978
20140520,4.84,4.84,109.69,109.69,74.9,74.9,19.359,19.359,30.1,30.1,654.0387,12.96,338.32,4.15,4.75,0.6,0.1,0.1,0.133181
20140521,5.12,5.12,110.55,110.55,74.95,74.95,19.492,19.492,30.14,30.14,658.3492,11.91,340.34,4.19,4.8,0.61,0.12,0.12,0.12879
20140522,5.16,5.16,110.36,110.36,75.1,75.1,19.469,19.469,30.13,30.13,657.1738,12.03,341.02,4.23,4.81,0.58,0.09,0.09,0.10399
20140523,5.12,5.12,110.54,110.54,75,75,19.593,19.593,30.12,30.12,658.406,11.36,341.76,4.19,4.78,0.59,0.08,0.08,0.115151
20140526,5.09,5.09,110.32,110.32,75,75,19.593,19.593,30.05,30.05,658.406,11.36,343.69,4.19,4.78,0.59,0.09,0.09,0.093159
20140527,5.17,5.17,110.02,110.02,74.8,74.8,19.2,19.2,30.23,30.23,655.4422,11.51,344.47,4.21,4.75,0.54,0.09,0.09,0.114316
20140528,5.2,5.2,109.81,109.81,74.8,74.8,18.894,18.894,30.46,30.46,652.8376,11.68,344.29,4.13,4.67,0.54,0.09,0.09,0.095927
20140529,5.2,5.2,109.97,109.97,74.8,74.8,18.817,18.817,30.75,30.75,654.2635,11.57,344.51,4.15,4.69,0.54,0.09,0.09,0.087777
20140530,5.05,5.05,109.41,109.41,74.75,74.75,19.022,19.022,30.63,30.63,649.6324,11.4,344.24,4.16,4.7,0.54,0.08,0.08,0.08844
20140602,5.14,5.14,108.83,108.83,74.2,74.2,18.322,18.322,29.14,29.14,648.4599,11.58,345.08,4.22,4.76,0.54,0.08,0.08,0.092174
20140603,5.43,5.43,108.82,108.82,74.15,74.15,18.231,18.231,29.1,29.1,647.604,11.87,343.48,4.28,4.82,0.54,0.08,0.08,0.091679
20140604,5.39,5.39,108.4,108.4,73.9,73.9,17.656,17.656,29.35,29.35,645.9893,12.08,343.56,4.28,4.84,0.56,0.09,0.09,0.062232
20140605,5.54,5.54,108.79,108.79,72.95,72.95,17.411,17.411,28.96,28.96,646.6336,11.68,344.99,4.27,4.83,0.56,0.09,0.09,0.062936
20140606,5.44,5.44,108.61,108.61,72.75,72.75,16.94,16.94,28.96,28.96,646.6281,10.73,347.3,4.28,4.83,0.55,0.09,0.09,0.111912
20140609,5.53,5.53,109.99,109.99,72.75,72.75,17.303,17.303,29.2,29.2,651.2814,11.15,348.61,4.29,4.84,0.55,0.09,0.09,0.08247
20140610,5.49,5.49,109.52,109.52,72.7,72.7,17.235,17.235,29.85,29.85,648.0516,10.99,349.71,4.31,4.85,0.54,0.11,0.11,0.058854
20140611,5.36,5.36,109.95,109.95,72.6,72.6,17.371,17.371,30.3,30.3,647.5428,11.6,347.74,4.31,4.85,0.54,0.12,0.12,0.053677
20140612,5.55,5.55,113.02,113.02,72.6,72.6,17.445,17.445,30.19,30.19,658.5549,12.56,347.83,4.25,4.79,0.54,0.13,0.13,0.056673
20140613,5.66,5.66,113.41,113.41,72.9,72.9,18.179,18.179,30.22,30.22,660.4576,12.18,347.07,4.26,4.79,0.53,0.14,0.14,0.039222
20140616,5.63,5.63,112.94,112.94,73.05,73.05,18.389,18.389,30.3,30.3,661.3156,12.65,345.52,4.24,4.78,0.54,0.14,0.14,0.047931
20140617,5.7,5.7,113.45,113.45,72.8,72.8,17.756,17.756,30.05,30.05,661.9171,12.06,346.42,4.29,4.83,0.54,0.13,0.13,0.057617
20140618,5.65,5.65,114.26,114.26,72.55,72.55,17.491,17.491,30.29,30.29,663.3902,10.61,346.13,4.26,4.8,0.54,0.14,0.14,0.044803
20140619,5.54,5.54,115.06,115.06,72.65,72.65,17.398,17.398,30.35,30.35,668.0328,10.62,348.15,4.3,4.83,0.53,0.14,0.14,0.052495
20140620,5.65,5.65,114.81,114.81,72.5,72.5,17.462,17.462,30.66,30.66,668.8627,10.85,348.09,4.26,4.83,0.57,0.15,0.15,0.054052
20140623,5.79,5.79,114.12,114.12,72.4,72.4,17.278,17.278,30.85,30.85,665.7536,10.98,346.31,4.25,4.82,0.57,0.14,0.14,0.03981
20140624,5.74,5.74,114.46,114.46,72.25,72.25,17.327,17.327,30.93,30.93,667.1898,12.13,345.57,4.22,4.77,0.55,0.14,0.14,0.040844
20140625,5.71,5.71,114,114,72.4,72.4,17.375,17.375,31.04,31.04,666.6219,11.59,341.94,4.2,4.75,0.55,0.15,0.15,0.048249
20140626,5.7,5.7,113.21,113.21,72.35,72.35,17.205,17.205,31.04,31.04,664.1335,11.63,341.86,4.15,4.71,0.56,0.15,0.15,0.040962
20140627,5.76,5.76,113.3,113.3,72.35,72.35,17.22,17.22,31.27,31.27,663.4425,11.26,341.97,4.17,4.74,0.57,0.14,0.14,0.042445
20140630,5.81,5.81,112.36,112.36,73.2,73.2,17.291,17.291,31.27,31.27,658.5723,11.57,341.86,4.15,4.71,0.56,0.16,0.16,0.048715
20140701,6.03,6.03,112.29,112.29,73.45,73.45,16.878,16.878,31.88,31.88,657.6849,11.15,344.89,4.22,4.77,0.55,0.17,0.17,0.051987
20140702,6.09,6.09,111.24,111.24,73.25,73.25,16.712,16.712,32.22,32.22,654.5589,10.82,345.68,4.27,4.84,0.57,0.17,0.17,0.059941
20140703,6.01,6.01,111,111,72.8,72.8,16.479,16.479,31.72,31.72,653.2985,10.32,348.91,4.28,4.86,0.58,0.16,0.16,0.05106
20140704,5.67,5.67,110.64,110.64,72.85,72.85,15.847,15.847,31.56,31.56,653.2985,10.32,347.95,4.28,4.86,0.58,0.17,0.17,0.057231
20140707,5.56,5.56,110.24,110.24,72.9,72.9,15.454,15.454,31.13,31.13,647.8093,11.33,344.8,4.24,4.81,0.57,0.17,0.17,0.058974
20140708,5.75,5.75,108.94,108.94,72.8,72.8,15.626,15.626,30.61,30.61,643.8665,11.98,339.99,4.18,4.76,0.58,0.16,0.16,0.054283
20140709,5.81,5.81,108.28,108.28,72.4,72.4,15.5,15.5,30.62,30.62,638.6042,11.65,339.96,4.16,4.74,0.58,0.15,0.15,0.051348
20140710,5.68,5.68,108.67,108.67,72.4,72.4,15.415,15.415,30.66,30.66,638.9145,12.59,336.37,4.19,4.75,0.56,0.14,0.14,0.05017
20140711,5.74,5.74,106.66,106.66,72.4,72.4,15.369,15.369,30.85,30.85,630.7167,12.08,336.91,4.17,4.73,0.56,0.15,0.15,0.044818
20140714,5.88,5.88,106.98,106.98,72.8,72.8,16.075,16.075,30.7,30.7,632.2658,11.82,339.79,4.19,4.76,0.57,0.15,0.15,0.056593
20140715,5.94,5.94,106.02,106.02,72.85,72.85,15.899,15.899,30.84,30.84,627.8405,11.96,338.42,4.19,4.76,0.57,0.15,0.15,0.044116
20140716,6.04,6.04,105.85,105.85,72.8,72.8,16.056,16.056,31.14,31.14,630.201,11,342.97,4.17,4.74,0.57,0.15,0.15,0.053174
20140717,6.15,6.15,107.89,107.89,72.95,72.95,16.508,16.508,31.6,31.6,633.7313,14.54,339.74,4.11,4.69,0.58,0.15,0.15,0.03299
20140718,6,6,107.24,107.24,73,73,16.789,16.789,31.54,31.54,630.9177,12.06,339.66,4.13,4.7,0.57,0.15,0.15,0.053198
20140721,6.06,6.06,107.68,107.68,73.1,73.1,16.322,16.322,31.25,31.25,633.2859,12.81,337.95,4.1,4.68,0.58,0.15,0.15,0.041906
20140722,6.17,6.17,107.33,107.33,73.25,73.25,16.3,16.3,31.28,31.28,631.4493,12.24,342.44,4.09,4.67,0.58,0.15,0.15,0.041809
20140723,6.17,6.17,108.03,108.03,73.45,73.45,16.678,16.678,31.49,31.49,634.012,11.52,342.86,4.12,4.68,0.56,0.16,0.16,0.049342
20140724,6.05,6.05,107.07,107.07,73.6,73.6,17.111,17.111,31.47,31.47,630.9107,11.84,344.33,4.17,4.72,0.55,0.16,0.16,0.037306
20140725,6.13,6.13,108.39,108.39,73.5,73.5,18.169,18.169,31.6,31.6,634.1709,12.69,341.95,4.12,4.67,0.55,0.16,0.16,0.030369
20140728,6.19,6.19,107.57,107.57,78.45,78.45,18.847,18.847,31.62,31.62,631.8899,12.56,341.34,4.1,4.69,0.59,0.17,0.17,0.037474
20140729,6.03,6.03,107.72,107.72,77.45,77.45,18.116,18.116,31.59,31.59,630.2264,13.28,342.27,4.06,4.65,0.59,0.17,0.17,0.034636
20140730,6.13,6.13,106.51,106.51,76.45,76.45,17.57,17.57,31.88,31.88,627.1953,13.33,340.44,4.15,4.74,0.59,0.17,0.17,0.027285
20140731,6.21,6.21,106.02,106.02,76.3,76.3,18.528,18.528,30.89,30.89,621.7026,16.95,335.99,4.15,4.75,0.6,0.17,0.17,0.035375
20140801,6.27,6.27,104.84,104.84,76.3,76.3,18.018,18.018,30.83,30.83,617.5006,17.03,331.91,4.18,4.75,0.57,0.16,0.16,0.028987
20140804,6.23,6.23,105.41,105.41,76.6,76.6,17.489,17.489,29.48,29.48,620.2314,15.12,331.15,4.18,4.75,0.57,0.16,0.16,0.044349
20140805,6.2,6.2,104.61,104.61,77,77,17.592,17.592,28.37,28.37,616.0379,16.87,332.1,4.15,4.74,0.59,0.16,0.16,0.042079
20140806,6.21,6.21,104.59,104.59,77.25,77.25,18.193,18.193,28.39,28.39,618.2598,16.37,329.19,4.16,4.75,0.59,0.16,0.16,0.022233
20140807,5.94,5.94,105.44,105.44,77.85,77.85,18.32,18.32,27.8,27.8,619.1135,16.66,326.96,4.11,4.71,0.6,0.16,0.16,0.04018
20140808,5.97,5.97,105.02,105.02,78.25,78.25,18.264,18.264,28.18,28.18,617.067,15.77,324.91,4.09,4.71,0.62,0.16,0.16,0.03175
20140811,6.13,6.13,104.68,104.68,77.55,77.55,17.986,17.986,27.82,27.82,618.2003,14.23,329.36,4.1,4.72,0.62,0.17,0.17,0.027584
20140812,6.11,6.11,103.02,103.02,77.4,77.4,17.831,17.831,27.72,27.72,612.0562,14.13,328.74,4.14,4.75,0.61,0.17,0.17,0.025499
20140813,6.23,6.23,104.28,104.28,77.45,77.45,17.963,17.963,27.78,27.78,613.3057,12.9,330.02,4.11,4.74,0.63,0.17,0.17,0.039834
20140814,6.23,6.23,102.01,102.01,76.85,76.85,18.408,18.408,27.57,27.57,602.5462,12.42,331.04,4.06,4.69,0.63,0.16,0.16,0.042361
20140815,6.38,6.38,103.53,103.53,77.65,77.65,19.032,19.032,27.25,27.25,607.453,13.15,329.72,4,4.63,0.63,0.16,0.16,0.039351
20140818,6.34,6.34,101.6,101.6,76.85,76.85,18.252,18.252,27.01,27.01,600.3316,12.32,333.6,4.06,4.7,0.64,0.17,0.17,0.034843
20140819,6.43,6.43,101.56,101.56,76.75,76.75,17.938,17.938,26.92,26.92,599.4504,12.21,335.49,4.11,4.73,0.62,0.17,0.17,0.033004
20140820,6.41,6.41,102.28,102.28,76.9,76.9,17.311,17.311,26.87,26.87,601.3213,11.78,335.3,4.11,4.73,0.62,0.17,0.17,0.02424
20140821,6.34,6.34,102.63,102.63,77,77,17.293,17.293,26.98,26.98,603.7175,11.76,337.51,4.08,4.69,0.61,0.17,0.17,0.026136
20140822,6.35,6.35,102.29,102.29,76.9,76.9,18.007,18.007,27.3,27.3,602.9688,11.47,336.75,4.03,4.66,0.63,0.17,0.17,0.030246
20140825,6.32,6.32,102.65,102.65,76.9,76.9,18.3,18.3,28.02,28.02,603.037,11.7,340.46,4.01,4.64,0.63,0.17,0.17,0.00187
20140826,6.29,6.29,102.5,102.5,77,77,18.06,18.06,28.11,28.11,604.8125,11.63,342.96,4.03,4.65,0.62,0.17,0.17,0.003126
20140827,6.35,6.35,102.72,102.72,77,77,18.078,18.078,28.13,28.13,605.5805,11.78,343.33,3.99,4.61,0.62,0.16,0.16,0.003363
20140828,6.43,6.43,102.46,102.46,77,77,19.011,19.011,28.05,28.05,606.8384,12.05,341.05,3.94,4.57,0.63,0.17,0.17,0.004396
20140829,6.38,6.38,103.19,103.19,76.95,76.95,22.03,22.03,27.93,27.93,610.9172,11.98,342,3.95,4.58,0.63,0.16,0.16,-0.003203
20140901,6.39,6.39,102.79,102.79,77.15,77.15,22.807,22.807,33.43,33.43,610.9172,11.98,342.86,3.95,4.58,0.63,0.16,0.16,-0.001101
20140902,6.38,6.38,100.34,100.34,76.55,76.55,22.118,22.118,32.47,32.47,598.8502,12.25,342.75,4,4.67,0.67,0.16,0.16,0.002924
20140903,6.32,6.32,102.77,102.77,76.15,76.15,21.701,21.701,31.87,31.87,607.3503,12.36,344.97,3.98,4.65,0.67,0.16,0.16,0.015918
20140904,6.11,6.11,101.83,101.83,75.6,75.6,22.018,22.018,32.63,32.63,603.2883,12.64,348.89,4.03,4.7,0.67,0.16,0.16,-0.028565
20140905,6.26,6.26,100.82,100.82,75.2,75.2,21.81,21.81,33.03,33.03,600.3485,12.09,347.57,4.1,4.75,0.65,0.15,0.15,-0.029444
20140908,6.27,6.27,100.2,100.2,75.9,75.9,21.645,21.645,33.91,33.91,597.2049,12.66,346.09,4.08,4.74,0.66,0.16,0.16,-0.029646
20140909,6.12,6.12,99.16,99.16,75.2,75.2,21.287,21.287,33.52,33.52,594.8657,13.5,344.87,4.09,4.75,0.66,0.16,0.16,-0.030123
20140910,6.08,6.08,98.04,98.04,75.35,75.35,21.398,21.398,33.61,33.61,589.2951,12.88,344.7,4.13,4.8,0.67,0.15,0.15,-0.024435
20140911,6.1,6.1,98.08,98.08,75.5,75.5,21.542,21.542,33.56,33.56,588.721,12.8,344.27,4.12,4.79,0.67,0.15,0.15,-0.029352
20140912,6.04,6.04,97.11,97.11,75.75,75.75,21.404,21.404,33.58,33.58,585.6637,13.31,344.27,4.22,4.89,0.67,0.15,0.15,-0.02674
20140915,5.91,5.91,96.65,96.65,75.55,75.55,22.095,22.095,33.86,33.86,586.2973,14.12,343.91,4.21,4.88,0.67,0.14,0.14,-0.028875
20140916,5.79,5.79,99.05,99.05,75.25,75.25,21.951,21.951,33.84,33.84,592.2037,12.73,342.84,4.22,4.9,0.68,0.14,0.14,-0.017499
