Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua07_vol,eua08,eua08_vol,eua09,eua09_vol,eua10,eua10_vol,eua11,eua11_vol,eua12,eua12_vol,eua13,eua13_vol,eua14,eua14_vol,eua15,eua15_vol,eua16,eua16_vol,eua17,eua17_vol,eua18,eua18_vol,eua19,eua19_vol,eua20,eua20_vol,eua21,eua21_vol,eua22,eua22_vol
20150612,63.87,57.75,20.045,28.76,437.9269,13.78,389.38,4.16,5.09,0.93,-0.087844,,,,,,,,,,,,,,,,,7.64,8667,7.73,928,7.82,207,7.96,158,8.16,37,8.38,61,,,,
20150615,62.61,57.9,20.043,28.84,434.3857,15.39,383.02,4.19,5.09,0.9,-0.089706,,,,,,,,,,,,,,,,,7.55,6709,7.63,1945,7.72,1815,7.87,104,8.07,37,8.29,50,,,,
20150616,63.7,57.85,20.214,28.72,435.7234,14.81,385.49,4.15,5.06,0.91,-0.071582,,,,,,,,,,,,,,,,,7.45,11566,7.53,2129,7.63,375,7.76,488,7.96,39,8.18,63,,,,
20150617,63.87,58,20.077,29.09,436.43,14.5,383.74,4.15,5.08,0.93,-0.075964,,,,,,,,,,,,,,,,,7.5,7715,7.58,814,7.68,2755,7.83,1317,8.03,500,8.25,151,,,,
20150618,64.26,58,20.119,29.26,437.4697,13.19,384.22,4.22,5.17,0.95,-0.07386,,,,,,,,,,,,,,,,,7.48,4352,7.56,681,7.66,248,7.81,250,8.01,500,8.23,151,,,,
20150619,63.02,58,20.287,29.63,431.5521,13.96,385.59,4.14,5.08,0.94,-0.081032,,,,,,,,,,,,,,,,,7.44,14977,7.52,24987,7.62,6603,7.77,3850,7.97,500,8.19,151,,,,
20150622,63.34,58.3,20.711,29.75,433.1497,12.74,394.25,4.24,5.18,0.94,-0.079049,,,,,,,,,,,,,,,,,7.5,8164,7.57,975,7.67,477,7.81,300,8.01,500,8.23,151,,,,
20150623,64.45,58.15,20.736,29.66,438.791,12.11,398.83,4.28,5.24,0.96,-0.080323,,,,,,,,,,,,,,,,,7.52,7879,7.6,1469,7.7,876,7.83,2152,8.03,352,8.25,1,,,,
20150624,63.49,58.1,20.631,29.91,435.1605,13.26,397.32,4.22,5.19,0.97,-0.070449,,,,,,,,,,,,,,,,,7.51,10024,7.59,3428,7.69,1016,7.82,2351,8.02,352,8.23,12,,,,
20150625,63.2,58.2,20.462,29.97,434.1638,14.01,396.39,4.23,5.2,0.97,-0.077778,,,,,,,,,,,,,,,,,7.61,8602,7.7,1771,7.8,349,7.93,505,8.13,500,8.34,12,,,,
20150626,63.26,58.2,20.447,30.24,435.741,14.02,396.85,4.33,5.3,0.97,-0.072179,,,,,,,,,,,,,,,,,7.55,8925,7.64,3144,7.74,515,7.87,659,8.07,500,8.28,12,,,,
20150629,62.01,59.1,20.398,30.06,431.6088,18.85,386.17,4.19,5.17,0.98,-0.077478,,,,,,,,,,,,,,,,,7.37,16262,7.45,6310,7.56,732,7.68,285,7.88,500,8.09,12,,,,
20150630,63.59,60.2,20.454,33.14,440.6926,18.23,381.31,4.19,5.18,0.99,-0.08511,,,,,,,,,,,,,,,,,7.46,9026,7.54,3922,7.64,1196,7.76,33,7.96,500,8.17,12,,,,
20150701,62.01,59.75,20.674,33.8,432.6357,16.09,387.07,4.26,5.26,1,-0.096979,,,,,,,,,,,,,,,,,7.5,11716,7.58,968,7.68,418,7.81,150,8.01,500,8.22,12,,,,
20150702,62.07,59.5,20.876,34,433.8088,16.79,385.46,4.26,5.26,1,-0.100166,,,,,,,,,,,,,,,,,7.46,8139,7.54,1891,7.64,714,7.77,150,7.97,500,8.18,12,,,,
20150703,60.32,58.95,20.823,33.96,433.8088,16.79,383.42,4.26,5.26,1,-0.094027,,,,,,,,,,,,,,,,,7.45,11728,7.53,1847,7.64,1107,7.77,150,7.97,500,8.18,12,,,,
20150706,56.54,58.5,20.721,32.29,412.5095,17.01,378.68,4.14,5.14,1,-0.091326,,,,,,,,,,,,,,,,,7.39,6078,7.47,2105,7.58,1330,7.7,150,7.9,100,8.11,44,,,,
20150707,56.85,58.15,20.666,31.86,409.2895,16.09,372.74,4.09,5.11,1.02,-0.090608,,,,,,,,,,,,,,,,,7.47,13753,7.55,3119,7.65,1860,7.77,305,7.97,100,8.18,220,,,,
20150708,57.05,58.35,20.462,31.56,409.3559,19.66,372.88,4.07,5.09,1.02,-0.097763,,,,,,,,,,,,,,,,,7.46,16641,7.54,3636,7.64,765,7.76,2757,7.96,100,8.17,220,,,,
20150709,58.61,58.5,20.735,31.99,415.4542,19.97,381.06,4.18,5.2,1.02,-0.095991,,,,,,,,,,,,,,,,,7.49,6038,7.57,2074,7.68,1536,7.8,700,8,100,8.21,220,,,,
20150710,58.73,58.75,20.872,32.5,415.4817,16.83,388.8,4.29,5.32,1.03,-0.094272,,,,,,,,,,,,,,,,,7.62,8182,7.7,2381,7.81,1763,7.93,1950,8.13,100,8.34,100,,,,
20150713,57.85,58.55,20.98,34.97,413.6596,13.9,396.46,4.27,5.32,1.05,-0.102369,,,,,,,,,,,,,,,,,7.8,15139,7.89,2054,8,2270,8.12,2302,8.32,100,8.53,100,,,,
20150714,58.51,58.55,20.836,36.39,414.7912,13.37,398.3,4.26,5.32,1.06,-0.10721,,,,,,,,,,,,,,,,,7.74,14790,7.82,2590,7.93,1252,8.05,750,8.25,100,8.46,100,,,,
20150715,57.05,58.35,20.916,36.33,407.8479,13.23,400.03,4.2,5.27,1.07,-0.108372,,,,,,,,,,,,,,,,,7.77,7084,7.85,1452,7.97,2535,8.09,750,8.29,100,8.5,744,,,,
20150716,57.51,58.35,21.073,36.1,406.1479,12.11,405.43,4.19,5.24,1.05,-0.113875,,,,,,,,,,,,,,,,,7.67,9591,7.75,1360,7.87,1628,7.99,520,8.19,100,8.4,744,,,,
20150717,57.1,58.4,20.945,36.47,404.7307,11.95,405.68,4.16,5.21,1.05,-0.114466,,,,,,,,,,,,,,,,,7.75,10302,7.83,955,7.95,1061,8.07,1299,8.27,292,8.48,744,,,,
20150720,56.65,58.55,20.991,36.82,400.1103,12.25,406.8,4.18,5.24,1.06,-0.111345,,,,,,,,,,,,,,,,,7.99,19657,8.08,6590,8.2,1974,8.32,2320,8.52,5,8.74,5,,,,
20150721,57.04,58.6,20.864,36.76,400.8619,12.22,402.66,4.18,5.22,1.04,-0.109321,,,,,,,,,,,,,,,,,7.97,12333,8.06,2340,8.18,2330,8.31,216,8.5,44,8.71,25,,,,
20150722,56.13,58.6,20.655,36.67,395.3517,12.12,400.28,4.13,5.18,1.05,-0.108664,,,,,,,,,,,,,,,,,7.97,15698,8.06,6822,8.18,4059,8.31,346,8.49,285,8.7,185,,,,
20150723,55.27,58.5,20.575,36.36,391.0101,12.64,398.1,4.08,5.13,1.05,-0.105024,,,,,,,,,,,,,,,,,8.09,24105,8.18,3421,8.3,1681,8.43,2205,8.61,285,8.82,185,,,,
20150724,54.62,58.55,20.449,36.1,386.6411,13.74,394.64,4.07,5.14,1.07,-0.104926,,,,,,,,,,,,,,,,,8.02,8824,8.11,6645,8.23,282,8.36,62,8.54,18,8.75,18,,,,
20150727,53.47,58.55,20.483,35.51,380.6566,15.6,385.91,4.04,5.13,1.09,-0.108232,,,,,,,,,,,,,,,,,8.03,6616,8.12,1312,8.23,903,8.36,35,8.55,18,8.76,18,,,,
20150728,53.3,58.45,20.709,35.19,383.5371,13.44,390.02,4.06,5.17,1.11,-0.104931,,,,,,,,,,,,,,,,,8.03,13072,8.12,4727,8.24,3119,8.36,2139,8.54,12,8.75,28,,,,
20150729,53.38,58.45,20.725,35.07,384.7555,12.5,394.01,4.09,5.19,1.1,-0.10121,,,,,,,,,,,,,,,,,8.07,8001,8.16,2908,8.28,1035,8.4,295,8.58,195,8.79,28,,,,
20150730,53.31,58.45,20.882,35,383.6512,12.13,396.24,4.05,5.16,1.11,-0.105998,,,,,,,,,,,,,,,,,7.89,13982,7.97,2118,8.09,1559,8.21,100,8.39,195,8.6,28,,,,
20150731,52.21,58.45,20.51,29.52,378.3843,12.12,396.37,4.07,5.14,1.07,-0.101929,,,,,,,,,,,,,,,,,7.88,6996,7.96,3228,8.08,1312,8.2,4,8.38,195,8.59,28,,,,
20150803,49.52,56.4,20.358,30.05,368.6767,12.56,399.44,3.99,5.08,1.09,-0.102437,,,,,,,,,,,,,,,,,7.96,6211,8.05,1722,8.17,356,8.29,148,8.47,195,8.68,28,,,,
20150804,49.99,57.05,20.296,31.04,371.3299,13,398.75,4.02,5.11,1.09,-0.107575,,,,,,,,,,,,,,,,,7.91,6077,8,1684,8.12,425,8.24,175,8.42,195,8.63,500,,,,
20150805,49.59,57.5,20.216,30.89,369.3241,12.51,403.93,4.08,5.18,1.1,-0.103987,,,,,,,,,,,,,,,,,7.84,6805,7.92,1408,8.04,804,8.16,450,8.34,195,8.55,2,,,,
20150806,49.52,57.85,20.277,30.38,367.4255,13.77,400.7,4.06,5.15,1.09,-0.107752,,,,,,,,,,,,,,,,,7.85,3368,7.93,1229,8.05,722,8.17,450,8.35,195,8.56,2,,,,
20150807,48.61,57.15,20.024,30.78,365.4186,13.39,397.07,3.96,5.09,1.13,-0.105613,,,,,,,,,,,,,,,,,7.79,5255,7.87,960,7.99,5377,8.11,11,8.29,100,8.5,2,,,,
20150810,50.41,57.4,19.979,31.26,375.0413,12.23,399.82,4.06,5.17,1.11,-0.108122,,,,,,,,,,,,,,,,,7.93,7151,8.01,1534,8.13,335,8.25,11,8.43,100,8.64,2,,,,
20150811,49.18,56.4,19.969,31.61,367.051,13.71,393.61,3.96,5.09,1.13,-0.101682,,,,,,,,,,,,,,,,,8.1,10039,8.18,1464,8.3,3109,8.42,46,8.61,1,8.82,2,,,,
20150812,49.66,56.4,19.585,31.56,367.8911,13.61,382.99,4,5.11,1.11,-0.102099,,,,,,,,,,,,,,,,,8.2,11709,8.28,4116,8.4,1239,8.52,46,8.71,1,8.92,2,,,,
20150813,49.22,56.55,19.466,31.69,365.6709,13.49,386.69,4.04,5.17,1.13,-0.105599,,,,,,,,,,,,,,,,,8.2,10524,8.28,2878,8.4,1409,8.52,2266,8.71,1,8.92,2,,,,
20150814,49.03,56.3,19.454,32.49,365.0184,12.83,386.24,4.03,5.17,1.14,-0.103491,,,,,,,,,,,,,,,,,8.33,8499,8.41,739,8.53,1222,8.65,86,8.84,1,9.05,2,,,,
20150817,48.74,56.3,19.317,32.8,362.4,13.02,387.26,3.99,5.13,1.14,-0.099595,,,,,,,,,,,,,,,,,8.25,4791,8.33,1058,8.45,1428,8.57,42,8.76,1,8.97,2,,,,
20150818,48.81,56.05,19.393,32.92,362.2699,13.79,388.13,4.04,5.21,1.17,-0.107953,,,,,,,,,,,,,,,,,8.28,5712,8.36,1142,8.48,675,8.6,54,8.79,1,9,2,,,,
20150819,47.16,55.95,19.204,32.53,354.7857,15.25,381.31,4,5.18,1.18,-0.104692,,,,,,,,,,,,,,,,,8.35,8936,8.43,2215,8.55,719,8.67,60,8.86,1,9.07,2,,,,
20150820,46.62,55.95,18.943,32,355.1996,19.14,373.44,3.97,5.13,1.16,-0.107622,,,,,,,,,,,,,,,,,8.37,12057,8.45,1327,8.57,2151,8.69,93,8.88,1,9.09,2,,,,
20150821,45.46,55.9,18.9,31.81,348.1086,28.03,361.28,3.95,5.15,1.2,-0.117596,,,,,,,,,,,,,,,,,8.21,10914,8.29,1244,8.41,1049,8.53,325,8.72,5,8.93,5,,,,
20150824,42.69,55.8,18.358,31.53,336.8843,40.74,342.01,3.94,5.15,1.21,-0.109994,,,,,,,,,,,,,,,,,8.18,12642,8.26,2457,8.38,2276,8.5,56,8.69,5,8.9,5,,,,
20150825,43.21,55.8,18.729,31.46,339.7486,36.02,356.36,4.08,5.29,1.21,-0.112,,,,,,,,,,,,,,,,,8.26,7410,8.34,1954,8.46,1060,8.58,56,8.77,5,8.98,5,,,,
20150826,43.14,55.8,18.628,31.32,335.507,30.32,350.14,4.17,5.38,1.21,-0.11048,,,,,,,,,,,,,,,,,8.11,11585,8.19,1745,8.31,1604,8.43,136,8.62,291,8.83,251,,,,
20150827,47.56,55.8,18.973,31.63,353.6202,26.1,362.27,4.14,5.33,1.19,-0.115656,,,,,,,,,,,,,,,,,8.05,10676,8.13,3382,8.25,2411,8.38,272,8.57,291,8.78,251,,,,
20150828,50.05,55.8,18.973,31.67,365.6513,26.05,363.28,4.12,5.32,1.2,-0.120653,,,,,,,,,,,,,,,,,8.12,7431,8.2,3150,8.31,394,8.44,100,8.63,291,8.84,251,,,,
20150831,54.15,54.95,19.25,31.61,380.848,28.43,362.79,4.15,5.36,1.21,-0.104895,,,,,,,,,,,,,,,,,8.08,2800,8.16,1129,8.28,160,8.41,200,8.6,291,8.81,251,,,,
20150901,49.56,54.95,19.384,32.44,364.1357,31.4,352.89,4.15,5.35,1.2,-0.11695,,,,,,,,,,,,,,,,,8.02,17332,8.1,832,8.21,668,8.34,415,8.53,291,8.74,251,,,,
20150902,50.5,54.85,19.501,32.61,366.6423,26.09,353.86,4.16,5.37,1.21,-0.113712,,,,,,,,,,,,,,,,,8.13,15691,8.21,3335,8.32,743,8.45,231,8.64,291,8.85,251,,,,
20150903,50.68,55.15,19.704,32.2,369.6658,25.61,362.24,4.13,5.35,1.22,-0.113465,,,,,,,,,,,,,,,,,8.18,9813,8.26,2172,8.37,1370,8.5,980,8.69,291,8.9,251,,,,
20150904,49.61,54.55,19.425,31.85,364.873,27.8,353.11,4.03,5.28,1.25,-0.109827,,,,,,,,,,,,,,,,,8.1,5797,8.18,476,8.29,162,8.42,318,8.61,291,8.82,251,,,,
20150907,47.63,53.65,19.345,30.6,364.873,27.8,354.81,4.03,5.28,1.25,-0.102616,,,,,,,,,,,,,,,,,8.09,7324,8.17,1543,8.28,480,8.41,318,8.6,291,8.81,251,,,,
20150908,49.52,53.9,19.343,30.52,366.926,24.9,359,4.11,5.36,1.25,-0.101858,,,,,,,,,,,,,,,,,8.25,9700,8.33,772,8.43,1377,8.55,1244,8.73,291,8.94,200,,,,
20150909,47.58,53.6,19.388,30.82,359.9198,26.23,363.77,4.09,5.31,1.22,-0.096495,,,,,,,,,,,,,,,,,8.28,13393,8.36,2172,8.48,597,8.6,211,8.78,291,8.99,200,,,,
20150910,48.89,53.8,19.321,31.14,366.6428,24.37,359.34,4.13,5.35,1.22,-0.090629,,,,,,,,,,,,,,,,,8.29,16919,8.37,1365,8.49,567,8.61,390,8.79,291,9,200,,,,
20150911,48.14,53.85,19.278,31.09,363.4742,23.2,355.72,4.04,5.31,1.27,-0.085373,,,,,,,,,,,,,,,,,8.27,6998,8.35,2064,8.47,444,8.59,56,8.77,291,8.98,200,,,,
20150914,46.37,53.65,19.172,31.28,359.6135,24.25,353.63,4.04,5.31,1.27,-0.091808,,,,,,,,,,,,,,,,,8.24,3767,8.32,898,8.44,903,8.56,50,8.74,291,8.95,181,,,,
20150915,46.63,53.55,19.04,31.68,360.4379,22.54,356.43,4.18,5.44,1.26,-0.095493,,,,,,,,,,,,,,,,,8.18,16521,8.26,2292,8.38,2059,8.5,1274,8.68,135,8.88,181,,,,
20150916,49.75,54.15,19.261,31.98,368.3738,21.35,361.87,4.18,5.45,1.27,-0.0911,,,,,,,,,,,,,,,,,8.24,9876,8.32,1050,8.44,456,8.56,1710,8.74,135,8.94,181,,,,
20150917,49.08,54.15,19.057,32.37,365.7614,21.14,361.21,4.09,5.39,1.3,-0.092144,,,,,,,,,,,,,,,,,8.24,4972,8.31,240,8.42,603,8.55,115,8.73,135,8.93,181,,,,
20150918,47.47,54.1,18.927,32.06,357.5946,22.28,354.77,3.99,5.28,1.29,-0.098271,,,,,,,,,,,,,,,,,8.12,7738,8.2,758,8.31,728,8.44,1500,8.62,135,8.82,181,,,,
20150921,48.92,54,18.782,31.79,364.5834,20.14,357.83,4.11,5.39,1.28,-0.094167,,,,,,,,,,,,,,,,,7.99,11183,8.07,1234,8.18,1318,8.31,380,8.49,33,8.69,11,,,,
20150922,49.08,53.9,18.953,32.07,362.2761,22.44,346.67,4.01,5.29,1.28,-0.097976,,,,,,,,,,,,,,,,,8.03,6574,8.11,1925,8.22,369,8.34,52,8.52,33,8.72,11,,,,
20150923,47.75,53.9,18.88,31.9,357.2586,22.13,346.97,4,5.31,1.31,-0.098716,,,,,,,,,,,,,,,,,8.08,11283,8.16,3166,8.27,908,8.39,80,8.57,33,8.77,11,,,,
20150924,48.17,53.85,18.587,31.87,358.3102,23.47,339.63,3.99,5.29,1.3,-0.100683,,,,,,,,,,,,,,,,,8.01,16080,8.09,5824,8.2,499,8.32,2075,8.5,33,8.7,11,,,,
20150925,48.6,53.85,18.753,31.85,362.0137,23.62,349.28,4.05,5.36,1.31,-0.098307,,,,,,,,,,,,,,,,,8,23841,8.08,2962,8.19,3304,8.31,2075,8.49,33,8.69,11,,,,
20150928,47.34,52.05,18.496,31.81,355.6992,27.63,341.57,3.99,5.31,1.32,-0.101155,,,,,,,,,,,,,,,,,7.92,24462,8,1344,8.11,1523,8.23,625,8.41,1100,8.61,11,,,,
20150929,48.23,52.1,18.482,31.88,358.6688,26.83,339.23,3.97,5.31,1.34,-0.115442,,,,,,,,,,,,,,,,,7.98,9716,8.05,3549,8.15,3430,8.27,447,8.45,1100,8.65,11,,,,
20150930,48.37,51.4,18.667,33.13,359.3369,24.5,347.77,4,5.35,1.35,-0.101238,,,,,,,,,,,,,,,,,8.15,36240,8.23,3049,8.33,2035,8.45,648,8.63,1100,8.83,11,,,,
20151001,47.69,51,18.396,33.38,356.7047,22.55,346.23,3.98,5.36,1.38,-0.112574,,,,,,,,,,,,,,,,,8.17,11088,8.25,1609,8.35,558,8.47,1005,8.65,11,8.85,80,,,,
20151002,48.13,51.1,18.177,32.91,358.2474,20.94,347.86,3.95,5.33,1.38,-0.116682,,,,,,,,,,,,,,,,,8.15,10217,8.22,3283,8.32,570,8.44,54,8.62,11,8.82,80,,,,
20151005,49.25,52,18.381,34.83,363.648,19.54,358.33,4.04,5.4,1.36,-0.117161,,,,,,,,,,,,,,,,,8.21,8309,8.28,1299,8.38,1459,8.51,352,8.69,268,8.89,80,,,,
20151006,51.92,52.65,18.859,35.13,374.6524,19.4,360.41,4,5.37,1.37,-0.115835,,,,,,,,,,,,,,,,,8.22,7920,8.29,2699,8.39,1926,8.51,93,8.69,268,8.89,80,,,,
20151007,51.33,52.25,18.746,35.29,372.5723,18.4,360.93,3.98,5.35,1.37,-0.114353,,,,,,,,,,,,,,,,,8.11,11511,8.18,1594,8.28,1784,8.4,1049,8.58,268,8.78,80,,,,
20151008,53.05,52.15,18.8,35.9,378.0004,17.42,361.61,4.04,5.4,1.36,-0.12052,,,,,,,,,,,,,,,,,8.13,7180,8.2,1134,8.3,2533,8.42,219,8.6,268,8.8,80,,,,
20151009,52.65,52.4,18.754,36.3,379.5216,17.08,362.82,3.99,5.38,1.39,-0.120105,,,,,,,,,,,,,,,,,8.35,15175,8.42,6156,8.53,1347,8.65,325,8.83,268,9.03,80,,,,
20151012,49.86,52.05,18.449,36.73,370.2623,16.17,361.79,3.99,5.38,1.39,-0.11578,,,,,,,,,,,,,,,,,8.3,10914,8.37,777,8.48,371,8.6,187,8.78,268,8.98,80,,,,
20151013,49.24,51.9,18.176,36.53,368.5896,17.67,358.47,3.93,5.34,1.41,-0.120876,,,,,,,,,,,,,,,,,8.33,7699,8.4,2230,8.51,957,8.63,15,8.81,268,9.01,80,,,,
20151014,49.15,51.65,18.028,36.11,368.1917,18.03,355.81,3.9,5.3,1.4,-0.10785,,,,,,,,,,,,,,,,,8.44,12664,8.51,2775,8.62,650,8.75,268,8.93,268,9.13,80,,,,
20151015,48.71,51.75,18.173,36.31,366.5813,16.05,360.99,3.93,5.33,1.4,-0.118987,,,,,,,,,,,,,,,,,8.43,11989,8.5,3093,8.61,1842,8.74,42,8.92,268,9.12,80,,,,
20151016,50.46,51.85,18.198,36.58,369.2053,15.05,363.13,3.92,5.32,1.4,-0.114623,,,,,,,,,,,,,,,,,8.39,9337,8.45,3776,8.57,651,8.69,251,8.87,268,9.07,80,,,,
20151019,48.61,51.85,18.411,38.4,361.6075,14.98,364.25,3.94,5.34,1.4,-0.112279,,,,,,,,,,,,,,,,,8.35,7346,8.41,4025,8.52,358,8.64,251,8.82,268,9.02,80,,,,
20151020,48.71,51.9,18.187,37.37,362.7341,15.75,362.67,3.95,5.37,1.42,-0.131251,,,,,,,,,,,,,,,,,8.47,43833,8.53,4031,8.64,343,8.76,52,8.94,268,9.14,80,,,,
20151021,47.85,51.9,18.065,37.55,359.1479,16.7,362.64,3.9,5.32,1.42,-0.119374,,,,,,,,,,,,,,,,,8.45,8598,8.52,2271,8.63,285,8.75,101,8.93,50,9.13,50,,,,
20151022,48.08,51.95,18.144,37.58,359.9578,14.45,369.99,3.89,5.3,1.41,-0.174195,,,,,,,,,,,,,,,,,8.48,16659,8.55,6353,8.66,263,8.78,2,8.96,50,9.16,50,,,,
20151023,47.99,52.15,18.276,37.97,357.0905,14.46,377.36,3.93,5.32,1.39,-0.218263,,,,,,,,,,,,,,,,,8.63,13869,8.7,5051,8.81,2347,8.93,2025,9.11,50,9.31,50,,,,
20151026,47.54,52.45,18.05,38.95,354.6495,15.29,375.89,3.9,5.29,1.39,-0.209537,,,,,,,,,,,,,,,,,8.66,7487,8.72,2802,8.84,662,8.96,41,9.14,50,9.34,50,,,,
20151027,46.81,52.65,18.09,39.11,351.2399,15.43,371.88,3.89,5.3,1.41,-0.22284,,,,,,,,,,,,,,,,,8.61,10688,8.68,7937,8.79,2173,8.91,2272,9.09,50,9.29,50,,,,
20151028,49.05,52.55,18.125,39.25,361.5774,14.33,375.83,3.91,5.3,1.39,-0.221972,,,,,,,,,,,,,,,,,8.57,16994,8.64,10629,8.75,4996,8.87,100,9.05,50,9.25,50,,,,
20151029,48.8,52.5,18.15,39.22,360.4427,14.61,375.7,4.04,5.4,1.36,-0.216907,,,,,,,,,,,,,,,,,8.68,8546,8.75,1615,8.86,510,8.99,121,9.17,50,9.37,50,,,,
20151030,49.56,52.45,17.989,39.36,363.4441,15.07,375.47,3.98,5.35,1.37,-0.213825,,,,,,,,,,,,,,,,,8.64,6041,8.71,1679,8.82,1111,8.95,10,9.13,50,9.33,50,,,,
20151102,48.79,53.2,17.831,34.03,360.5356,14.15,376.75,4.01,5.38,1.37,-0.188756,,,,,,,,,,,,,,,,,8.6,9456,8.67,2115,8.78,601,8.91,1753,9.09,50,9.29,50,,,,
20151103,50.54,53.6,17.876,33.02,368.1716,14.54,378.36,4.06,5.42,1.36,-0.201952,,,,,,,,,,,,,,,,,8.45,18927,8.53,5797,8.63,1404,8.76,2534,8.94,50,9.14,50,,,,
20151104,48.58,53.15,17.95,32.55,360.0661,15.51,380.28,4.05,5.41,1.36,-0.200487,,,,,,,,,,,,,,,,,8.4,20347,8.47,6002,8.58,1094,8.71,44,8.89,50,9.09,50,,,,
20151105,47.98,53.15,17.707,32.47,355.4139,15.05,378.76,4.05,5.44,1.39,-0.204226,,,,,,,,,,,,,,,,,8.47,8576,8.54,6044,8.64,1495,8.77,807,8.95,50,9.15,50,,,,
20151106,47.42,53.3,17.871,31.97,353.6779,14.33,379.95,4.1,5.51,1.41,-0.197812,,,,,,,,,,,,,,,,,8.41,10919,8.48,3382,8.59,1137,8.71,241,8.89,50,9.09,50,,,,
20151109,47.19,53,17.458,31.32,350.9773,16.52,375.88,4.12,5.51,1.39,-0.190997,,,,,,,,,,,,,,,,,8.32,9684,8.39,4031,8.5,1214,8.63,195,8.81,50,9.01,50,,,,
20151110,47.44,53.25,17.251,31.25,351.537,15.29,376.27,4.11,5.5,1.39,-0.208423,,,,,,,,,,,,,,,,,8.44,15956,8.51,10133,8.62,2837,8.75,201,8.93,50,9.13,50,,,,
20151111,45.81,53.5,17.074,31.52,348.067,16.06,378.71,4.11,5.5,1.39,-0.187682,,,,,,,,,,,,,,,,,8.44,11961,8.51,6100,8.62,1114,8.75,243,8.93,50,9.13,50,,,,
20151112,44.06,53.45,16.899,31.77,343.682,18.37,372.56,4.11,5.51,1.4,-0.192788,,,,,,,,,,,,,,,,,8.37,14327,8.44,5395,8.54,1008,8.67,114,8.85,50,9.05,50,,,,
20151113,43.61,53.45,17.001,31.63,339.4793,20.08,369.53,4.09,5.48,1.39,-0.230663,,,,,,,,,,,,,,,,,8.39,7598,8.46,3185,8.56,330,8.7,207,8.88,250,9.08,50,,,,
20151116,44.56,53.95,17.225,33.34,339.2868,18.16,370.64,4.11,5.51,1.4,-0.228212,,,,,,,,,,,,,,,,,8.53,12837,8.6,2475,8.7,1082,8.83,155,9.01,250,9.21,50,,,,
20151117,43.57,54.45,17.624,32.57,335.889,18.84,379.88,4.08,5.48,1.4,-0.229611,,,,,,,,,,,,,,,,,8.61,13694,8.69,5166,8.79,1963,8.92,86,9.1,250,9.3,50,,,,
20151118,44.14,54.6,17.345,31.96,337.0207,16.85,379.33,4.08,5.48,1.4,-0.224985,,,,,,,,,,,,,,,,,8.58,11780,8.66,3693,8.76,2007,8.89,114,9.07,250,9.27,50,,,,
20151119,44.18,54.55,17.36,32.18,337.4616,16.99,380.96,4.04,5.44,1.4,-0.226771,,,,,,,,,,,,,,,,,8.63,9441,8.7,2801,8.81,2523,8.94,350,9.12,250,9.32,50,,,,
20151120,44.66,54.35,17.221,31.95,337.7184,15.47,381.79,4.04,5.46,1.42,-0.247124,,,,,,,,,,,,,,,,,8.51,10984,8.58,6824,8.69,988,8.82,394,9,250,9.2,50,,,,
20151123,44.83,54,17.192,32.86,338.7375,15.62,380.37,4.01,5.44,1.43,-0.237773,,,,,,,,,,,,,,,,,8.56,15138,8.63,7514,8.74,2203,8.87,286,9.05,250,9.25,50,,,,
20151124,46.12,53.95,17.423,32.48,343.3872,15.93,375.64,4.01,5.44,1.43,-0.259571,,,,,,,,,,,,,,,,,8.65,16290,8.72,5395,8.83,2742,8.96,213,9.14,250,9.34,50,,,,
20151125,46.17,53.95,17.561,32.65,343.7227,15.19,380.84,4,5.44,1.44,-0.270271,,,,,,,,,,,,,,,,,8.62,10373,8.7,6792,8.8,967,8.94,201,9.12,250,9.32,50,,,,
20151126,45.46,53.85,17.606,32.29,343.7227,15.19,384.37,4,5.44,1.44,-0.246571,,,,,,,,,,,,,,,,,8.58,10986,8.65,8486,8.76,2880,8.89,521,9.07,250,9.27,50,,,,
20151127,44.86,53.85,17.542,32.38,337.2942,15.12,383.67,4,5.44,1.44,-0.261644,,,,,,,,,,,,,,,,,8.58,7459,8.65,2931,8.75,1419,8.88,1417,9.06,250,9.26,50,,,,
20151130,44.61,49.95,18.025,32.39,336.1496,16.13,385.43,3.99,5.41,1.42,-0.253059,,,,,,,,,,,,,,,,,8.58,15670,8.65,10810,8.75,475,8.88,326,9.06,250,9.26,50,,,,
20151201,44.44,49.7,18.218,27.89,337.6981,14.67,384.24,3.92,5.36,1.44,-0.267588,,,,,,,,,,,,,,,,,8.56,11407,8.63,6001,8.73,750,8.86,250,9.04,250,9.24,50,,,,
20151202,42.49,49.1,17.85,27.77,328.3091,15.91,384.17,3.89,5.35,1.46,-0.250596,,,,,,,,,,,,,,,,,8.48,20933,8.56,12844,8.66,797,8.79,437,8.97,250,9.17,50,,,,
20151203,43.84,48.95,17.354,27.96,333.439,18.11,372.11,4.06,5.51,1.45,-0.215678,,,,,,,,,,,,,,,,,8.59,22650,8.67,16948,8.77,1800,8.91,1208,9.09,250,9.29,50,,,,
20151204,43,48.55,17.453,28.26,331.3569,14.81,370.59,3.99,5.43,1.44,-0.188644,,,,,,,,,,,,,,,,,8.52,36044,8.6,23956,8.7,11330,8.84,3180,9.02,180,9.22,180,,,,
